OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-35A_b,Field Msr/Obs,Water,5/21/12,,3.5,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-255867457,,,Dissolved oxygen (DO),6.85,mg/l,,11:32.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-OFF12_b,Field Msr/Obs,Water,9/5/12,,2.43,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF12,STC-OFF12,17.81274,-64.76621,STORET-273546020,,,Dissolved oxygen (DO),6.43,mg/l,,38:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-16_s,Field Msr/Obs,Water,7/10/12,,0.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-280731407,,,Dissolved oxygen (DO),6.43,mg/l,,08:51.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-1_b,Field Msr/Obs,Water,3/29/12,,8.3,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.75348,-64.69495,STORET-255529428,,,Dissolved oxygen (DO),6.34,mg/l,,17:33.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-4_b,Field Msr/Obs,Water,5/24/12,,2.87,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,STORET-257056787,,,Dissolved oxygen (DO),6.85,mg/l,,46:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-16_b,Field Msr/Obs,Water,5/22/12,,1.4,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-256951507,,,Dissolved oxygen (DO),6.94,mg/l,,56:17.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-45_b,Field Msr/Obs,Water,5/24/12,,1.4,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-257057272,,,Dissolved oxygen (DO),7.39,mg/l,,46:57.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-12-STC-28_s,Field Msr/Obs,Water,9/12/12,,0.223,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-273579095,,,Dissolved oxygen (DO),6.62,mg/l,,52:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-40_s,Field Msr/Obs,Water,3/29/12,,0.4,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-255529453,,,Dissolved oxygen (DO),6.24,mg/l,,17:34.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-22-STC-14B_s,Field Msr/Obs,Water,5/22/12,,0.28,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.70323,-64.69811,STORET-256951266,,,Dissolved oxygen (DO),7.07,mg/l,,56:13.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-OFF9_b,Field Msr/Obs,Water,9/5/12,,5.04,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-OFF9,STC-OFF9,17.70044,-64.64891,STORET-273546050,,,Dissolved oxygen (DO),6.35,mg/l,,38:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-26-STC-37_s,Field Msr/Obs,Water,9/26/12,,0.27,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-273579692,,,Dissolved oxygen (DO),7.58,mg/l,,00:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-05-STC-25_s,Field Msr/Obs,Water,9/5/12,,0.16,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.67643,-64.83788,STORET-273545985,,,Dissolved oxygen (DO),5.74,mg/l,,38:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-11B_s,Field Msr/Obs,Water,7/10/12,,0.24,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.74613,-64.5799,STORET-280731287,,,Dissolved oxygen (DO),7.13,mg/l,,08:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-13A_s,Field Msr/Obs,Water,7/10/12,,0.17,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.72019,-64.65362,STORET-280731332,,,Dissolved oxygen (DO),6.82,mg/l,,08:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-2_s,Field Msr/Obs,Water,6/26/12,,0.15,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-273545495,,,Dissolved oxygen (DO),6.89,mg/l,,09:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-18_b,Field Msr/Obs,Water,4/3/12,,1.402,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-255569584,,,Dissolved oxygen (DO),6.92,mg/l,,12:26.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-29-STC-43_b,Field Msr/Obs,Water,3/29/12,,4.4,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.74886,-64.71066,STORET-255529518,,,Dissolved oxygen (DO),6.52,mg/l,,17:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-18_s,Field Msr/Obs,Water,9/11/12,,0.18,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-273578937,,,Dissolved oxygen (DO),6.34,mg/l,,33:22.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-23_b,Field Msr/Obs,Water,4/2/12,,1.953,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.69451,-64.78231,STORET-255530417,,,Dissolved oxygen (DO),8.05,mg/l,,49:41.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-21-STC-36_s,Field Msr/Obs,Water,5/21/12,,0.37,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,STORET-255867467,,,Dissolved oxygen (DO),7.01,mg/l,,11:33.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-33B_b,Field Msr/Obs,Water,3/28/12,,8.1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-255529044,,,Dissolved oxygen (DO),6.5,mg/l,,35:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-02-STC-27_s,Field Msr/Obs,Water,4/2/12,,1.038,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,STORET-255530337,,,Dissolved oxygen (DO),6.79,mg/l,,49:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-09-11-STC-16_s,Field Msr/Obs,Water,9/11/12,,0.29,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-273578907,,,Dissolved oxygen (DO),6.47,mg/l,,33:21.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-06-26-STC-7_b,Field Msr/Obs,Water,6/26/12,,1.81,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.78982,-64.61367,STORET-273545395,,,Dissolved oxygen (DO),6.65,mg/l,,09:06.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-07-10-STC-18_s,Field Msr/Obs,Water,7/10/12,,0.19,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-280731437,,,Dissolved oxygen (DO),6.7,mg/l,,08:52.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-03-28-STC-4_b,Field Msr/Obs,Water,3/28/12,,7.5,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,STORET-255529029,,,Dissolved oxygen (DO),6.55,mg/l,,35:54.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-05-24-STC-41_s,Field Msr/Obs,Water,5/24/12,,0.48,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,STORET-257057361,,,Dissolved oxygen (DO),6.3,mg/l,,46:59.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2012-04-03-STC-38_s,Field Msr/Obs,Water,4/3/12,,0.102,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-255569564,,,Dissolved oxygen (DO),7.5,mg/l,,12:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-27_20130910_F_PS,Field Msr/Obs,Water,9/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-509899154,,,Dissolved oxygen (DO),6.52,mg/l,,29:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-509894293,,,Dissolved oxygen (DO),8.07,mg/l,,26:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-509893745,,,Dissolved oxygen (DO),6.96,mg/l,,25:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-40_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-509899801,,,Dissolved oxygen (DO),5.97,mg/l,,30:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-509895455,,,Dissolved oxygen (DO),6.47,mg/l,,27:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-509894354,,,Dissolved oxygen (DO),6.6,mg/l,,26:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-509894326,,,Dissolved oxygen (DO),7.08,mg/l,,26:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-509895017,,,Dissolved oxygen (DO),6.8,mg/l,,27:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-37_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-509899634,,,Dissolved oxygen (DO),6,mg/l,,30:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-1_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-509898459,,,Dissolved oxygen (DO),6.24,mg/l,,29:30.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-2_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-509898906,,,Dissolved oxygen (DO),6.94,mg/l,,29:40.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-509894947,,,Dissolved oxygen (DO),6.54,mg/l,,27:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-509895164,,,Dissolved oxygen (DO),6.75,mg/l,,27:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31-20131212-F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-509894607,,,Dissolved oxygen (DO),6.03,mg/l,,26:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-509894817,,,Dissolved oxygen (DO),7.5,mg/l,,27:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC49-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-509895345,,,Dissolved oxygen (DO),6.6,mg/l,,27:28.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-6_20130929_F_PS,Field Msr/Obs,Water,9/29/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-509900137,,,Dissolved oxygen (DO),6.01,mg/l,,30:31.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-15_20130929_F_PS,Field Msr/Obs,Water,9/29/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-509898704,,,Dissolved oxygen (DO),6.01,mg/l,,29:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-13A_20130929_F_PS,Field Msr/Obs,Water,9/29/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-509898589,,,Dissolved oxygen (DO),5.98,mg/l,,29:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-35_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-509899541,,,Dissolved oxygen (DO),6.14,mg/l,,30:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-509893978,,,Dissolved oxygen (DO),6.67,mg/l,,26:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-43_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-509899888,,,Dissolved oxygen (DO),6.44,mg/l,,30:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-509894324,,,Dissolved oxygen (DO),7.15,mg/l,,26:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-4_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-509899771,,,Dissolved oxygen (DO),6.45,mg/l,,30:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-509894408,,,Dissolved oxygen (DO),7.1,mg/l,,26:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-509894227,,,Dissolved oxygen (DO),6.65,mg/l,,26:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-509895522,,,Dissolved oxygen (DO),6.2,mg/l,,27:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-509894295,,,Dissolved oxygen (DO),8.07,mg/l,,26:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42-2013-12-12_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-509895083,,,Dissolved oxygen (DO),6.93,mg/l,,27:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-41_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-509899831,,,Dissolved oxygen (DO),6.61,mg/l,,30:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-41_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-509899832,,,Dissolved oxygen (DO),6.67,mg/l,,30:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-28_20130910_F_PS,Field Msr/Obs,Water,9/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-509899185,,,Dissolved oxygen (DO),6.53,mg/l,,29:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-10_20130929_F_PS,Field Msr/Obs,Water,9/29/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-509898494,,,Dissolved oxygen (DO),5.78,mg/l,,29:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31-20131212-F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-509894606,,,Dissolved oxygen (DO),6.03,mg/l,,26:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-32_20130910_F_PS,Field Msr/Obs,Water,9/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-509899338,,,Dissolved oxygen (DO),6.55,mg/l,,29:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-509894485,,,Dissolved oxygen (DO),6.8,mg/l,,26:47.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-15A_20130929_F_PS,Field Msr/Obs,Water,9/29/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-509898753,,,Dissolved oxygen (DO),6.11,mg/l,,29:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-509894520,,,Dissolved oxygen (DO),6.57,mg/l,,26:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC-44_20130930_F_PS,Field Msr/Obs,Water,9/30/13,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-509899918,,,Dissolved oxygen (DO),5.96,mg/l,,30:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33-20131212_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-509894671,,,Dissolved oxygen (DO),8.25,mg/l,,26:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46-2013-12-12_QC_PS,Quality Control Field Replicate Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-509895248,,,Dissolved oxygen (DO),8.8,mg/l,,27:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4-20131211_F_PS,Field Msr/Obs,Water,12/11/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-509894975,,,Dissolved oxygen (DO),6.64,mg/l,,27:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B-20131212_F_PS,Field Msr/Obs,Water,12/12/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-509894725,,,Dissolved oxygen (DO),5.03,mg/l,,27:01.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18-20131210_F_PS,Field Msr/Obs,Water,12/10/13,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-509894089,,,Dissolved oxygen (DO),6.23,mg/l,,26:20.0,STORET
