OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-33B_s,Field Msr/Obs,Water,7/14/10,,0.34,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-103766690,,,pH,7.9,None,,17:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-14A_b,Field Msr/Obs,Water,7/28/10,,2.5,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-14A,Halfpenny Bay u Manchenil,17.70313,-64.70725,STORET-103831006,,,pH,8.13,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-6_b,Field Msr/Obs,Water,7/14/10,,2.13,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.78665,-64.62793,STORET-103766911,,,pH,7.92,None,,17:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-46_b,Field Msr/Obs,Water,7/13/10,,1.26,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-103762682,,,pH,8,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-41_s,Field Msr/Obs,Water,10/27/10,,0.85,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,STORET-110215133,,,pH,8.13,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-32_s,Field Msr/Obs,Water,7/14/10,,0.32,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-103766660,,,pH,7.82,None,,17:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-40_b,Field Msr/Obs,Water,7/13/10,,1.726,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-103762772,,,pH,7.95,None,,13:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-6_b,Field Msr/Obs,Water,10/28/10,,3.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.78665,-64.62793,STORET-110215481,,,pH,8.4,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-13B_s,Field Msr/Obs,Water,7/28/10,,0.19,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-103831073,,,pH,8.15,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-42_b,Field Msr/Obs,Water,10/27/10,,4.24,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.74748,-64.70303,STORET-110215152,,,pH,8.26,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-6_s,Field Msr/Obs,Water,10/28/10,,0.14,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.78665,-64.62793,STORET-110215476,,,pH,8.32,None,,11:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-14B_b,Field Msr/Obs,Water,7/28/10,,3.58,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-14B,Halfpenny Back reef,17.70323,-64.69811,STORET-103830964,,,pH,8.2,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-2_s,Field Msr/Obs,Water,10/27/10,,0.25,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-110215279,,,pH,8.45,None,,40:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-23_b,Field Msr/Obs,Water,7/27/10,,0.68,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.69451,-64.78231,STORET-103798917,,,pH,8.16,None,,49:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-30_s,Field Msr/Obs,Water,7/27/10,,0.107,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-103798807,,,pH,7.88,None,,49:28.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-46_b,Field Msr/Obs,Water,10/27/10,,1.45,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-110215194,,,pH,8.43,None,,40:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-40_s,Field Msr/Obs,Water,10/27/10,,0.17,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-110215119,,,pH,7.62,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-9_s,Field Msr/Obs,Water,7/14/10,,0.25,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-103766832,,,pH,8,None,,17:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-15_s,Field Msr/Obs,Water,7/28/10,,0.19,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,STORET-103830910,,,pH,8.07,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-8_b,Field Msr/Obs,Water,10/28/10,,2.16,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-110215439,,,pH,8.37,None,,11:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-35A_b,Field Msr/Obs,Water,7/14/10,,2.38,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-103766784,,,pH,7.94,None,,17:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-39_s,Field Msr/Obs,Water,10/27/10,,0.74,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,STORET-110215245,,,pH,8.31,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-28-10-STC-4_s,Field Msr/Obs,Water,10/28/10,,0.1,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,STORET-110215406,,,pH,7.77,None,,11:28.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-44_b,Field Msr/Obs,Water,10/27/10,,2.62,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-110215208,,,pH,8.45,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-10_b,Field Msr/Obs,Water,7/14/10,,2.65,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,STORET-103766855,,,pH,8.06,None,,17:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-1_b,Field Msr/Obs,Water,7/13/10,,2.46,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.75348,-64.69495,STORET-103762802,,,pH,7.92,None,,13:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-37_s,Field Msr/Obs,Water,10/28/10,,0.23,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-110215518,,,pH,8.45,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-22A_b,Field Msr/Obs,Water,7/27/10,,6.14,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-103798932,,,pH,8.13,None,,49:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-40_b,Field Msr/Obs,Water,10/27/10,,1.79,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-110215124,,,pH,7,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-43_s,Field Msr/Obs,Water,7/13/10,,0.277,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.74886,-64.71066,STORET-103762692,,,pH,7.94,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-11B_s,Field Msr/Obs,Water,7/28/10,,0.22,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.74613,-64.5799,STORET-103831153,,,pH,8.21,None,,56:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-31_s,Field Msr/Obs,Water,7/14/10,,0.21,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-103766645,,,pH,7.83,None,,17:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-43_b,Field Msr/Obs,Water,7/13/10,,1.109,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.74886,-64.71066,STORET-103762697,,,pH,7.93,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-28-10-STC-4_b,Field Msr/Obs,Water,10/28/10,,3.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,STORET-110215411,,,pH,8.06,None,,11:28.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-35_s,Field Msr/Obs,Water,7/14/10,,0.42,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-103766764,,,pH,7.93,None,,17:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-1_s,Field Msr/Obs,Water,10/27/10,,0.25,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.75348,-64.69495,STORET-110215265,,,pH,8.41,None,,40:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-42_s,Field Msr/Obs,Water,10/27/10,,0.14,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.74748,-64.70303,STORET-110215147,,,pH,8.26,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-36_s,Field Msr/Obs,Water,7/14/10,,0.39,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,STORET-103766794,,,pH,7.95,None,,17:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-20_b,Field Msr/Obs,Water,7/27/10,,2.28,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-103798962,,,pH,8.04,None,,49:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-27_s,Field Msr/Obs,Water,7/27/10,,0.275,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,STORET-103798852,,,pH,8.07,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-36_b,Field Msr/Obs,Water,7/14/10,,2.81,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-36,Long Reef Fore reef East,17.76028,-64.70103,STORET-103766799,,,pH,7.95,None,,17:38.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-41_b,Field Msr/Obs,Water,10/27/10,,4.88,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.74657,-64.69841,STORET-110215138,,,pH,8.19,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-6_s,Field Msr/Obs,Water,7/14/10,,0.265,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-6,Buck Island Beach,17.78665,-64.62793,STORET-103766906,,,pH,7.91,None,,17:40.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-39_s,Field Msr/Obs,Water,7/13/10,,0.181,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.75016,-64.69648,STORET-103762782,,,pH,7.97,None,,13:09.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-46_s,Field Msr/Obs,Water,7/13/10,,0.35,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-103762677,,,pH,7.99,None,,13:07.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-17_b,Field Msr/Obs,Water,7/28/10,,11.55,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.75402,STORET-103830815,,,pH,7.94,None,,56:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-27_b,Field Msr/Obs,Water,7/27/10,,1.88,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.69203,-64.89365,STORET-103798857,,,pH,8.11,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-4_b,Field Msr/Obs,Water,7/13/10,,1.892,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-4,Tamarind Reef Lagoon,17.75988,-64.66842,STORET-103762870,,,pH,8,None,,13:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-15A_s,Field Msr/Obs,Water,7/28/10,,0.3,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-103830871,,,pH,8.1,None,,56:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-28_b,Field Msr/Obs,Water,7/27/10,,2.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.71382,-64.88415,STORET-103798842,,,pH,8.12,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-10_s,Field Msr/Obs,Water,7/14/10,,0.22,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,STORET-103766847,,,pH,8.05,None,,17:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-45_b,Field Msr/Obs,Water,10/27/10,,1.68,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-110215222,,,pH,8.44,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-2_b,Field Msr/Obs,Water,10/27/10,,3.75,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-110215284,,,pH,8.42,None,,40:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-1_b,Field Msr/Obs,Water,10/27/10,,3.75,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.75348,-64.69495,STORET-110215270,,,pH,8.42,None,,40:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-43_s,Field Msr/Obs,Water,10/27/10,,0.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.74886,-64.71066,STORET-110215161,,,pH,8.32,None,,40:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-2_s,Field Msr/Obs,Water,7/13/10,,0.47,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-103762820,,,pH,8,None,,13:10.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-45_b,Field Msr/Obs,Water,7/13/10,,2.06,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-103762742,,,pH,8.01,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-38_s,Field Msr/Obs,Water,10/28/10,,0.14,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-110215504,,,pH,8.25,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-24B_b,Field Msr/Obs,Water,7/27/10,,2.89,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.67998,-64.82256,STORET-103798902,,,pH,8.16,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-38_b,Field Msr/Obs,Water,7/13/10,,2.45,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-103762885,,,pH,7.98,None,,13:11.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-42_b,Field Msr/Obs,Water,7/13/10,,1.217,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.74748,-64.70303,STORET-103762712,,,pH,7.93,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-26_b,Field Msr/Obs,Water,7/27/10,,6.715,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-103798872,,,pH,8.18,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-26_s,Field Msr/Obs,Water,7/27/10,,0.215,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-103798867,,,pH,8.18,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-10_b,Field Msr/Obs,Water,10/28/10,,2.76,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.75918,-64.5862,STORET-110215467,,,pH,8.41,None,,11:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-13-STC-44_b,Field Msr/Obs,Water,7/13/10,,1.639,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-103762727,,,pH,7.99,None,,13:08.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-13B_b,Field Msr/Obs,Water,7/28/10,,2.26,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-103831086,,,pH,8.17,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-19_s,Field Msr/Obs,Water,7/27/10,,0.15,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.69438,-64.76388,STORET-103798980,,,pH,8.13,None,,49:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-9_s,Field Msr/Obs,Water,10/28/10,,0.03,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-110215448,,,pH,8.35,None,,11:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-3_s,Field Msr/Obs,Water,10/27/10,,0.24,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-110215293,,,pH,8.4,None,,40:50.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-9_b,Field Msr/Obs,Water,7/14/10,,2.08,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-103766837,,,pH,8.01,None,,17:39.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-37_b,Field Msr/Obs,Water,10/28/10,,9.38,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-110215523,,,pH,8.47,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-15_b,Field Msr/Obs,Water,7/28/10,,5.25,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.73853,STORET-103830923,,,pH,8.11,None,,56:47.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-28-STC-17_s,Field Msr/Obs,Water,7/28/10,,0.21,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.75402,STORET-103830802,,,pH,7.96,None,,56:46.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-14-STC-33A_b,Field Msr/Obs,Water,7/14/10,,2.3,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.77992,-64.7586,STORET-103766680,,,pH,7.98,None,,17:37.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-21_s,Field Msr/Obs,Water,7/27/10,,0.159,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-103798942,,,pH,8.22,None,,49:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-49_s,Field Msr/Obs,Water,10/27/10,,0.22,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-110215231,,,pH,8.41,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-47_b,Field Msr/Obs,Water,10/27/10,,2.88,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-110215180,,,pH,8.46,None,,40:48.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-07-27-STC-25_b,Field Msr/Obs,Water,7/27/10,,2.15,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.67643,-64.83788,STORET-103798887,,,pH,8.14,None,,49:29.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-28-STC-7_b,Field Msr/Obs,Water,10/28/10,,3.63,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.78982,-64.61367,STORET-110215495,,,pH,8.37,None,,11:30.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-45_s,Field Msr/Obs,Water,10/27/10,,0.42,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-110215217,,,pH,8.42,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2010-10-27-STC-49_b,Field Msr/Obs,Water,10/27/10,,3.12,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.75378,-64.70412,STORET-110215236,,,pH,8.48,None,,40:49.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2011-04-12-STC-9_b,Field Msr/Obs,Water,4/12/11,,1.034,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-110214602,Not Reported,,pH,,,,14:04.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2011-04-19-STC-13B_s,Field Msr/Obs,Water,4/19/11,,0.315,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-110214883,Not Reported,,pH,,,,29:31.0,STORET
Government Of Us Virgin Islands (BEACH),USVIST_WQX-2011-04-12-STC-47_s,Field Msr/Obs,Water,4/12/11,,0.108,AMBSTX;EPABEACH,Ambient St Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-110214477,Not Reported,,pH,,,,13:59.0,STORET
