OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20151201_F_PS_2,Field Msr/Obs,Water,12/1/15,,2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-525305428,,,"Depth, Secchi disk depth",2,m,,12:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20150922_F_PS_4.9,Field Msr/Obs,Water,9/22/15,,4.9,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-495272823,,,"Depth, Secchi disk depth",4.9,m,,03:00.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-509881001,,,"Depth, Secchi disk depth",2,m,,11:39.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20151202_F_PS_2,Field Msr/Obs,Water,12/2/15,,2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-525305218,,,"Depth, Secchi disk depth",1,m,,11:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20151208_F_PS_2.4,Field Msr/Obs,Water,12/8/15,,2.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-525304782,,,"Depth, Secchi disk depth",2.4,m,,11:39.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-509881033,,,"Depth, Secchi disk depth",2,m,,11:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-509881081,,,"Depth, Secchi disk depth",4.2,m,,11:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-509880920,,,"Depth, Secchi disk depth",>3,m,,11:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20150923_F_PS_7,Field Msr/Obs,Water,9/23/15,,7,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-495273327,,,"Depth, Secchi disk depth",7,m,,03:13.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20151202_F_PS_4,Field Msr/Obs,Water,12/2/15,,4,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-525305240,,,"Depth, Secchi disk depth",4,m,,11:55.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20150923_F_PS_3,Field Msr/Obs,Water,9/23/15,,3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-495273295,,,"Depth, Secchi disk depth",3,m,,03:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20150924_F_PS_3.5,Field Msr/Obs,Water,9/24/15,,3.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-495273407,,,"Depth, Secchi disk depth",3.5,m,,03:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC20_20151208_F_PS_11,Field Msr/Obs,Water,12/8/15,,11,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-20,Alumina Plant Dock,17.70788,-64.7712,STORET-525304975,,,"Depth, Secchi disk depth",3,m,,11:47.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9_20151202_F_PS_3.5,Field Msr/Obs,Water,12/2/15,,3.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-525305617,,,"Depth, Secchi disk depth",3.5,m,,12:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20150922_F_PS_3.5,Field Msr/Obs,Water,9/22/15,,3.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-495272759,,,"Depth, Secchi disk depth",3.5,m,,02:58.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20150922_F_PS_2,Field Msr/Obs,Water,9/22/15,,2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-495273035,,,"Depth, Secchi disk depth",2,m,,03:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14A_20151208_QC_PS_1.5,Quality Control Field Replicate Msr/Obs,Water,12/8/15,,1.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14A,Manchenil  Bay,17.70361,-64.70581,STORET-525304816,,,"Depth, Secchi disk depth",1.5,m,,11:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20150922_F_PS_2.5,Field Msr/Obs,Water,9/22/15,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-495272839,,,"Depth, Secchi disk depth",2.5,m,,03:01.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20150721_F_PS,Field Msr/Obs,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-509881504,,,"Depth, Secchi disk depth",5,m,,12:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-509880904,,,"Depth, Secchi disk depth",>3,m,,11:33.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-509883805,,,"Depth, Secchi disk depth",5.2,m,,14:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-509880791,,,"Depth, Secchi disk depth",2.2,m,,11:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20150721_F_PS,Field Msr/Obs,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-509881424,,,"Depth, Secchi disk depth",3.4,m,,12:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20150721_QC_PS,Quality Control Field Replicate Msr/Obs,Water,7/21/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-509881554,,,"Depth, Secchi disk depth",1.8,m,,12:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20151208_F_PS_2,Field Msr/Obs,Water,12/8/15,,2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-525304788,,,"Depth, Secchi disk depth",2,m,,11:39.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-509883922,,,"Depth, Secchi disk depth",3.6,m,,15:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20151208_F_PS_4.4,Field Msr/Obs,Water,12/8/15,,4.4,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-525305061,,,"Depth, Secchi disk depth",2,m,,11:50.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20150922_F_PS_3.2,Field Msr/Obs,Water,9/22/15,,3.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-495273067,,,"Depth, Secchi disk depth",3.2,m,,03:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20150226_F_PS,Field Msr/Obs,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-509883465,,,"Depth, Secchi disk depth",2,m,,14:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-509883957,,,"Depth, Secchi disk depth",5.2,m,,15:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20151208_F_PS_5,Field Msr/Obs,Water,12/8/15,,5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-525305170,,,"Depth, Secchi disk depth",5,m,,11:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-509883992,,,"Depth, Secchi disk depth",2.1,m,,15:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20150922_F_PS_4,Field Msr/Obs,Water,9/22/15,,4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-495272855,,,"Depth, Secchi disk depth",4,m,,03:01.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20151208_F_PS_9.6,Field Msr/Obs,Water,12/8/15,,9.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-525304997,,,"Depth, Secchi disk depth",3,m,,11:48.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20150923_F_PS_5,Field Msr/Obs,Water,9/23/15,,5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-495273215,,,"Depth, Secchi disk depth",5,m,,03:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20150225_F_PS,Field Msr/Obs,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-509883163,,,"Depth, Secchi disk depth",3.5,m,,14:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-509883939,,,"Depth, Secchi disk depth",2.4,m,,15:03.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC29_20150226_F_PS,Field Msr/Obs,Water,2/26/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.88443,STORET-509883567,,,"Depth, Secchi disk depth",3.5,m,,14:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-509880888,,,"Depth, Secchi disk depth",3.5,m,,11:32.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20151202_F_PS_3,Field Msr/Obs,Water,12/2/15,,3,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-525305611,,,"Depth, Secchi disk depth",3,m,,12:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-509881289,,,"Depth, Secchi disk depth",4,m,,11:56.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC30_20150923_QC_PS_4.5_FRM,Quality Control Field Replicate Msr/Obs,Water,9/23/15,,4.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,STORET-495273174,,,"Depth, Secchi disk depth",5,m,,03:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC24B_20150922_F_PS_5.4,Field Msr/Obs,Water,9/22/15,,5.4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-24B,Rum Plant (VI Rum) Outfall,17.67998,-64.82256,STORET-495273051,,,"Depth, Secchi disk depth",5.4,m,,03:06.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20150226_F_PS,Field Msr/Obs,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-509883499,,,"Depth, Secchi disk depth",1,m,,14:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-509883871,,,"Depth, Secchi disk depth",1.2,m,,14:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20150720_F_PS,Field Msr/Obs,Water,7/20/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-509880743,,,"Depth, Secchi disk depth",2.4,m,,11:20.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC1_20151201_QC_PS_2,Quality Control Field Replicate Msr/Obs,Water,12/1/15,,2,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-1,Lagoon Recreation Beach,17.75348,-64.69495,STORET-525304700,,,"Depth, Secchi disk depth",2,m,,11:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20150923_F_PS_3,Field Msr/Obs,Water,9/23/15,,3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-495273147,,,"Depth, Secchi disk depth",3,m,,03:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-509881065,,,"Depth, Secchi disk depth",3.2,m,,11:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20150218_F_PS,Field Msr/Obs,Water,2/18/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-509884009,,,"Depth, Secchi disk depth",1,m,,15:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20150225_F_PS,Field Msr/Obs,Water,2/25/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-509884115,,,"Depth, Secchi disk depth",3,m,,15:18.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20150720_F_PS,Field Msr/Obs,Water,7/20/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-509881388,,,"Depth, Secchi disk depth",3,m,,12:02.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20150721_F_PS,Field Msr/Obs,Water,7/21/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-509881537,,,"Depth, Secchi disk depth",1.8,m,,12:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-509881177,,,"Depth, Secchi disk depth",5.5,m,,11:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20151208_F_PS_15,Field Msr/Obs,Water,12/8/15,,15,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-525304910,,,"Depth, Secchi disk depth",>3,m,,11:45.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35A_20151202_F_PS_4,Field Msr/Obs,Water,12/2/15,,4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35A,LBJ (Pump Station) Outfall,17.75938,-64.71495,STORET-525305306,,,"Depth, Secchi disk depth",4,m,,11:57.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20150726_F_PS,Field Msr/Obs,Water,7/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-509880936,,,"Depth, Secchi disk depth",>3,m,,11:34.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20150923_F_PS_4,Field Msr/Obs,Water,9/23/15,,4,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-495273279,,,"Depth, Secchi disk depth",4,m,,03:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20150721_F_PS,Field Msr/Obs,Water,7/21/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-509881456,,,"Depth, Secchi disk depth",2,m,,12:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20151208_F_PS_2.5,Field Msr/Obs,Water,12/8/15,,2.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-525304836,,,"Depth, Secchi disk depth",2.5,m,,11:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20151208_F_PS_3.5,Field Msr/Obs,Water,12/8/15,,3.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-525304740,,,"Depth, Secchi disk depth",3.5,m,,11:38.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20151202_F_PS_3,Field Msr/Obs,Water,12/2/15,,3,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-525305380,,,"Depth, Secchi disk depth",3,m,,11:59.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20150922_F_PS_9.5,Field Msr/Obs,Water,9/22/15,,9.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-495273019,,,"Depth, Secchi disk depth",9.5,m,,03:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20151202_F_PS_2.6,Field Msr/Obs,Water,12/2/15,,2.6,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-525304724,,,"Depth, Secchi disk depth",2.6,m,,11:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20150720_F_PS,Field Msr/Obs,Water,7/20/15,,,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-509881653,,,"Depth, Secchi disk depth",3,m,,12:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC25_20151208_F_PS_3.2,Field Msr/Obs,Water,12/8/15,,3.2,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-25,Long Point Bay,17.6809,-64.84381,STORET-525305045,,,"Depth, Secchi disk depth",2,m,,11:49.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20150226_QC_PS,Quality Control Field Replicate Msr/Obs,Water,2/26/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-509883698,,,"Depth, Secchi disk depth",1.5,m,,14:46.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15_20151208_F_PS_3.5,Field Msr/Obs,Water,12/8/15,,3.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15,Canegarden Bay (gut),17.69993,-64.73813,STORET-525304852,,,"Depth, Secchi disk depth",1.5,m,,11:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20150225_F_PS,Field Msr/Obs,Water,2/25/15,,,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-509883146,,,"Depth, Secchi disk depth",2.3,m,,14:01.0,STORET
