OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,AnalysisStartDate,LastUpdated,ProviderName
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC34_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-34,St. Croix by the Sea,17.76739,-64.73452,STORET-673893930,,,Phosphorus,0.0011,mg/l,,57:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20170214_QC_WB_2,Quality Control Sample-Field Replicate,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-673893933,,,Phosphorus,0.0016,mg/l,,57:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC45_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-45,Christiansted Harbor,17.75003,-64.70547,STORET-673894048,,,Phosphorus,0.0074,mg/l,,57:53.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-673893978,,,Phosphorus,0.0035,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20170719_SR_KB_0.5,Sample-Routine,Water,7/19/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-699931993,,,Phosphorus,0.0065,mg/l,,33:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33A_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33A,Salt River (Columbus  Landing  Beach),17.77992,-64.7586,STORET-708586969,,,Phosphorus,0.0053,mg/l,,09:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC36_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-36,Long Reef Forereef East,17.76028,-64.70103,STORET-708587289,,,Phosphorus,0.0047,mg/l,,09:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20170511_SR_KB_0.5,Sample-Routine,Water,5/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-693936650,,,Phosphorus,0.0021,mg/l,,25:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-673894064,,,Phosphorus,0.0113,mg/l,,57:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20170508_SR_KB_0.5,Sample-Routine,Water,5/8/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-693936800,,,Phosphorus,0.0049,mg/l,,25:43.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC44_20170718_SR_KB_0.5,Sample-Routine,Water,7/18/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-44,Protestant Cay Beach,17.74927,-64.70378,STORET-699932073,,,Phosphorus,0.0047,mg/l,,33:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-708588417,,,Phosphorus,0.0033,mg/l,,09:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC22A_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-22A,Treatment Plant (POTW) Outfall,17.67218,-64.77294,STORET-673893983,,,Phosphorus,0.0038,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC12_20170724_SR_KB_0.5,Sample-Routine,Water,7/24/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-12,Divi (Turner Hole Beach),17.74255,-64.60364,STORET-699931349,,,Phosphorus,0.0049,mg/l,,33:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-708588088,,,Phosphorus,0.0103,mg/l,,09:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC9_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.60233,STORET-708588539,,,Phosphorus,0.0033,mg/l,,09:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC11B_20170724_SR_KB_0.5,Sample-Routine,Water,7/24/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-11B,"Jack Bay, Forereef",17.74613,-64.5799,STORET-699931332,,,Phosphorus,0.0055,mg/l,,33:19.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC48_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-48,Long Reef Back Reef West,17.75947,-64.72392,STORET-708588223,,,Phosphorus,0.0044,mg/l,,09:15.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC7_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-7,Buck Island Anchorage,17.78898,-64.61185,STORET-673893959,,,Phosphorus,0.0027,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33B_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33B,Salt River Bay,17.77513,-64.758,STORET-708587042,,,Phosphorus,0.0048,mg/l,,09:11.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13A_20170509_SR_KB_0.5,Sample-Routine,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13A,Great Pond,17.7209,-64.65193,STORET-693935994,,,Phosphorus,0.0024,mg/l,,25:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-673893975,,,Phosphorus,0.0034,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC4_20170508_SR_KB_0.5,Sample-Routine,Water,5/8/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-4,Tamarind Reef Lagoon,17.76152,-64.66929,STORET-693936602,,,Phosphorus,0.0029,mg/l,,25:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC16_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.74868,STORET-708585526,,,Phosphorus,0.0032,mg/l,,09:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20170719_SR_KB_0.5,Sample-Routine,Water,7/19/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-699931542,,,Phosphorus,0.0068,mg/l,,33:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20170509_SR_KB_0.5,Sample-Routine,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-693936044,,,Phosphorus,0.0048,mg/l,,25:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC14B_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-14B,Halfpenny  Backreef,17.70323,-64.69811,STORET-708585337,,,Phosphorus,0.0046,mg/l,,09:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC40_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-40,St. Croix Marine,17.74822,-64.69848,STORET-673893979,,,Phosphorus,0.0035,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20170511_SR_KB_0.5,Sample-Routine,Water,5/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-693936634,,,Phosphorus,0.0045,mg/l,,25:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20170509_SR_KB_0.5,Sample-Routine,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-693936011,,,Phosphorus,0.0022,mg/l,,25:36.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20170719_SR_KB_0.5,Sample-Routine,Water,7/19/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-699931879,,,Phosphorus,0.0081,mg/l,,33:24.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC23_20171211_SR_KB_2,Sample-Routine,Water,12/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-23,Public Dump,17.69459,-64.78365,STORET-708586110,,,Phosphorus,0.0036,mg/l,,09:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20170214_QC_KB_3,Quality Control Sample-Field Blank,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-673894076,,,Phosphorus,<0.0007,mg/l,,57:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-673894001,,,Phosphorus,0.0047,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC41_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-41,Gallows Bay,17.74638,-64.6985,STORET-673893992,,,Phosphorus,0.0042,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-673893984,,,Phosphorus,0.0038,mg/l,,57:52.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20171211_SR_KB_2,Sample-Routine,Water,12/11/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-708586312,,,Phosphorus,0.0064,mg/l,,09:08.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC3_20170508_SR_KB_0.5,Sample-Routine,Water,5/8/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-3,Buccaneer Hotel,17.75733,-64.68282,STORET-693936356,,,Phosphorus,0.0033,mg/l,,25:39.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-708585587,,,Phosphorus,0.0056,mg/l,,09:05.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20170719_SR_KB_0.5,Sample-Routine,Water,7/19/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-699932248,,,Phosphorus,0.0036,mg/l,,33:27.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC31_20170725_SR_KB_0.5,Sample-Routine,Water,7/25/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-31,Davis Bay,17.76322,-64.83249,STORET-699931782,,,Phosphorus,0.0055,mg/l,,33:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC18_20170509_SR_KB_0.5,Sample-Routine,Water,5/9/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-18,Limetree Bay Container Port,17.69658,-64.75582,STORET-693936124,,,Phosphorus,0.0035,mg/l,,25:37.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC33_20171212_SR_KB_2,Sample-Routine,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-33,Salt River Marina,17.77517,-64.76183,STORET-708586918,,,Phosphorus,0.0047,mg/l,,09:10.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC17_20170724_SR_KB_0.5,Sample-Routine,Water,7/24/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-17,"HOVENSA West Turning Basin, NE Corner",17.7,-64.75098,STORET-699931477,,,Phosphorus,0.005,mg/l,,33:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-673894073,,,Phosphorus,0.0331,mg/l,,57:54.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20170511_SR_KB_0.5,Sample-Routine,Water,5/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-693936554,,,Phosphorus,0.0022,mg/l,,25:41.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC37_20170718_QC_KB_0.5,Quality Control Sample-Field Replicate,Water,7/18/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-37,Christiansted Harbor Entrance West,17.75532,-64.70028,STORET-699931945,,,Phosphorus,0.0063,mg/l,,33:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-708588463,,,Phosphorus,0.0031,mg/l,,09:16.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC21_20170724_SR_KB_0.5,Sample-Routine,Water,7/24/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-21,Spoils Island (Ruth Island),17.68545,-64.76471,STORET-699931574,,,Phosphorus,0.003,mg/l,,33:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC10_20170508_QC_KB_0.5,Quality Control Sample-Field Replicate,Water,5/8/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-10,Cramer Park,17.75935,-64.58558,STORET-693935942,,,Phosphorus,0.0032,mg/l,,25:35.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC2_20170214_SR_KB_2,Sample-Routine,Water,2/14/17,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-2,Ft. Louise Augusta Beach,17.75537,-64.69245,STORET-673893955,,,Phosphorus,0.0026,mg/l,,57:51.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC43_20170511_SR_KB_0.5,Sample-Routine,Water,5/11/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-43,Water Gut Storm Drain,17.74746,-64.7073,STORET-693936666,,,Phosphorus,0.0277,mg/l,,25:42.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20171212_QC_KB_4,Quality Control Sample-Field Replicate,Water,12/12/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-708587830,,,Phosphorus,0.0038,mg/l,,09:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC13B_20171213_SR_KB_2,Sample-Routine,Water,12/13/17,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-13B,Robin Bay,17.72259,-64.63396,STORET-708585201,,,Phosphorus,0.003,mg/l,,09:04.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20180807_SR_KB_2,Sample-Routine,Water,8/7/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-735747438,,,Phosphorus,0.0066,mg/l,,07:29.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20181113_SR_KB_2,Sample-Routine,Water,11/13/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-776215866,,,Phosphorus,0.0034,mg/l,,03:26.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20180123_SR_KB_2,Sample-Routine,Water,1/23/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-777101571,,,Phosphorus,0.0033,mg/l,,24:21.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC6_20180124_SR_KB_2,Sample-Routine,Water,1/24/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-6,Buck Island Beach,17.78661,-64.62809,STORET-777101797,,,Phosphorus,0.0021,mg/l,,24:27.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC35_20180807_SR_KB_2,Sample-Routine,Water,8/7/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-35,Long Reef Forereef West,17.76478,-64.7296,STORET-735747195,,,Phosphorus,0.0074,mg/l,,07:23.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC46_20180530_SR_KB_1,Sample-Routine,Water,5/30/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-46,WAPA Intake,17.75073,-64.71278,STORET-731494708,,,Phosphorus,0.0044,mg/l,,18:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC39_20180807_SR_KB_2,Sample-Routine,Water,8/7/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-39,Altona Lagoon Inlet,17.75008,-64.69648,STORET-735747292,,,Phosphorus,0.004,mg/l,,07:25.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC27_20180529_SR_KB_1,Sample-Routine,Water,5/29/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-27,Frederiksted Public Pool,17.69158,-64.89368,STORET-731494302,,,Phosphorus,0.0084,mg/l,,18:07.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC38_20181114_SR_KB_2,Sample-Routine,Water,11/14/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-38,Christiansted Harbor Entrance East,17.75737,-64.69515,STORET-776215705,,,Phosphorus,0.0026,mg/l,,03:22.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC47_20180530_SR_KB_1,Sample-Routine,Water,5/30/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.72023,STORET-731494724,,,Phosphorus,0.0084,mg/l,,18:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC8_20181115_SR_KB_2,Sample-Routine,Water,11/15/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-8,Reef Club Beach,17.75715,-64.60885,STORET-776215979,,,Phosphorus,0.0022,mg/l,,03:28.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC26_20180122_SR_KB_2,Sample-Routine,Water,1/22/18,,0.5,EPABEACH;USVI BAWQMP,Project EPABEACH (system generated);United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-26,Good Hope Beach,17.68375,-64.86057,STORET-777101276,,,Phosphorus,0.0032,mg/l,,24:14.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC42_20180530_SR_KB_1,Sample-Routine,Water,5/30/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-42,Public Wharf,17.74752,-64.70342,STORET-731494642,,,Phosphorus,0.0126,mg/l,,18:12.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC32_20180529_QC_KB_1,Quality Control Sample-Field Replicate,Water,5/29/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-32,Cane Bay,17.77334,-64.81166,STORET-731494415,,,Phosphorus,0.0047,mg/l,,18:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC15A_20180124_SR_KB_2,Sample-Routine,Water,1/24/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-15A,Canegarden Bay,17.6927,-64.73153,STORET-777101062,,,Phosphorus,0.0056,mg/l,,24:09.0,STORET
EPA Region 2,EPAR2_USVIBAWQMP_WQX-STC5_20180123_SR_KB_2,Sample-Routine,Water,1/23/18,,0.5,USVI BAWQMP,United States Virgin Islands Basic Ambient Water Quality Monitoring Program,EPAR2_USVIBAWQMP_WQX-STC-5,Green Cay Marina,17.75997,-64.6683,STORET-777101764,,,Phosphorus,0.0055,mg/l,,24:26.0,STORET
